Gene.symbol	ID	adj.P.Val	logFC
ACAT1	7943605	0.000357770309088175	1.68014988422222
ID1	8061564	0.000361662935749818	-1.8779929025
REP15	7954589	0.000364438093788295	-0.759511294222222
GNAI2	8079950	0.000367503968852302	1.32951091855556
	8008702	0.000376514919396403	-1.22468579933333
PRR15	8132031	0.000376514919396403	-1.85142842372222
BBS9	8132218	0.000384396412888807	-1.69353604155555
TBC1D8	8054308	0.000386251074870163	1.809559816
ZNF667	8039593	0.000392690523374618	-2.17359277483333
NUDT10	8167645	0.000395706586392275	-1.40316618244444
KIF11	7929258	0.000395706586392275	2.18479345711111
ZNF706	8152111	0.000397982543507416	-1.66698266577778
SLC36A1	8109350	0.00039945442857688	1.27001426033333
	7893534	0.000404674433498568	1.69578288166667
ATL1	7974270	0.000409177140804079	-1.59703609172222
DAGLA	7940508	0.000419583127980302	1.10819777922222
LINC01560	8167163	0.000419583127980302	-1.86685597716666
	7896521	0.000420195776397308	1.92477797183333
HOOK1	7901765	0.000421593165474071	-1.44963424888889
CD1D	7906330	0.000432173760862763	2.00386005672222
	7896508	0.000435947122868497	1.173731674
LINC00173	7959016	0.000435947122868497	-1.44580727505555
	8095214	0.000436263806586797	-1.53962878366667
	7892732	0.000437694272092962	2.89121421644445
MAGED2	8167815	0.000446312128198252	-1.64959955061111
HAL	7965606	0.000446393085225714	2.29264791272222
NICN1	8087433	0.000447439799399259	-1.12080106911111
FRMD6	7974316	0.000447898578833371	-0.969298003166666
TTC39B	8160213	0.000453231590534345	-2.05355357033333
CCDC59	7965200	0.000458450270368333	1.95408188455556
AQR	7987325	0.000459087272364118	0.902652672833334
FAM53B	7936884	0.000459087272364118	1.02006561394445
	8032972	0.000459087272364118	-1.51541335077778
MYO9B	8026638	0.000459780227430673	1.13478552488889
ABHD5	8079153	0.000461267692518375	2.07846546455556
C6orf141	8120176	0.000465969717228047	-1.14540609316667
FAM27E2///FAM27E3	8161499	0.000466267357213616	-2.089965677
PLOD1	7897803	0.000467541425129855	1.17963436827778
OR51I1	7946073	0.00047154721368944	-0.925793643
BHLHB9///BHLHB9	8168984	0.000472409743848244	-1.47041262211111
	7892604	0.000472481968729299	-1.628417789
BROX	7909931	0.000484359565115906	1.15475047527778
ABCA5	8018038	0.00049081754477161	-2.37191713194444
	8084810	0.000493763534977038	2.14425033938889
RAB13	7963986	0.000503180501743951	-1.45463681916667
IGHM///IGHV3-48///IGHV3-69-1	7981728	0.00050760512363346	4.06110081066667
	8124082	0.000509930209240785	-1.30980060294444
HBEGF	8114572	0.000510613064697312	3.49774751033334
	7896132	0.000522402648302744	-1.27599994977778
	8083790	0.000522402648302744	-0.64523912
SUCLG2	8088664	0.000522402648302744	2.36760007977778
LOC100131826	8095868	0.000525132249853947	-2.32514535994444
SLC7A5	8003298	0.000531112953066002	2.03721114205555
	7895299	0.000533597965066075	0.993081121666668
LUC7L	7998174	0.000543269974528877	-0.994346691333331
TMEM67	8147313	0.000547176685837108	-1.80232551894445
EPB41	7899534	0.000548529904305377	1.71967893072222
C10orf54	7934185	0.000553066331776233	1.498466463
LINC00526	8022106	0.000555750426429198	-1.10053141122222
RAB44	8119102	0.000560905059273824	1.839869198
LAPTM4B	8147503	0.000565417970493148	-3.12904700455555
LRPAP1	8099073	0.000579469726284338	1.79526527561111
SLC39A11	8018082	0.000579469726284338	1.34696516855556
MICU3	8144742	0.000585294436660284	-2.15458485677778
LRBA	8103106	0.000585378793603324	-1.72984880577778
HK2	8042942	0.000585737580217761	1.67536684672222
CCDC181	7922152	0.000586764607955053	-0.846119705111112
	8133874	0.000599403887944825	-1.37952014583333
	8180218	0.000599403887944825	-2.07340232288889
CIT	7966878	0.000616657429103499	1.69981722983333
CCNA1	7968637	0.00061674186321185	2.37738469038889
SLC30A4	7988426	0.000620902230892216	-1.18619250355556
AVP	8064575	0.000622517273328335	-1.17085889777778
BAG4	8145914	0.000628838847393228	1.15461404844445
TMEM232	8113483	0.000634982573497036	-1.47732153044445
SRGAP2C///SRGAP2B///SRGAP2	7904482	0.000636556592911839	1.73025669966666
MIRLET7D	8156523	0.000636762505867227	-1.48014251522222
	7896614	0.000643251344025158	-1.91266573883334
ESPL1	7955736	0.000643251344025158	1.53050584522222
ATG3	8089527	0.000643816102491655	0.97285798716667
ZNF165	8117630	0.000644997976681405	-1.44780628372222
ABCG1	8068761	0.000646992027344652	-1.36273458827778
RGAG4	8173503	0.0006655811483197	-1.45323934988889
SIRPB2	8064451	0.000669456568852287	2.208130454
EGLN3	7978544	0.000682798617231752	-1.41089528261111
MECOM	8091972	0.000687290718235595	-2.74199823638889
	8039672	0.000687534298757981	-1.861654307
PGK1	8168500	0.000687873493822578	0.799327922888892
DOK2	8149638	0.000692870591833798	2.13927399211111
ADAP2	8006214	0.000694920009905218	2.22482165972222
OR52N5	7946105	0.000696343757453194	-0.890980241833334
TNFSF4	7922343	0.000696343757453194	-2.19186435444445
FAM69B	8159373	0.000699381555188041	-1.19485067622222
GZMK	8105331	0.000699381555188041	2.68243799038889
RECQL4	8153838	0.00070251077222276	1.05769170155556
	8099504	0.000704389244916842	-2.899090683
PMM2	7993148	0.000704935491593985	1.44386641205556
CPEB4	8110055	0.000706819393375606	1.92192841188889
ZBED5	7946635	0.000721008014434333	-1.24905022377778
CD2	7904287	0.000728264092639196	2.05363835233333
PYGB	8061447	0.000728264092639196	0.999653853555556
CDCP1	8086517	0.000733845149723865	-2.00833890572222
PRKCZ	7897044	0.000742938250402295	-1.05897625533333
	7895439	0.000743157143039425	1.83523975788889
TLR4	8157524	0.000743157143039425	2.76761840055556
TMEM91	8029056	0.000745349509100183	-1.36233136305555
FAM101B	8010915	0.000745566815012007	1.47626628094445
THBS3	7920664	0.000745706259954624	-1.44935700216667
KIF5A	7956488	0.000745706259954624	-0.997788467055555
	7979902	0.000745706259954624	-1.62336940927778
ANXA11	7934733	0.00074756375942697	0.795673780499996
LINC00965///LINC00965	8149210	0.00074756375942697	-2.14255131616667
ZKSCAN1	8134680	0.000758153903867388	-1.50767257766667
DENND1C	8033207	0.00077055590348518	1.0375351855
PPP1CA	7949765	0.00077055590348518	1.05185769366667
PIR-FIGF///PIR	8171435	0.000771670326380845	-1.60492743888889
MRPS15	7914940	0.000778994874303704	1.456075627
	7893666	0.000787441396525349	-3.03881665016667
ERMP1	8159992	0.000793294399070433	-1.54467590066667
BAALC	8147756	0.000794563903590794	-2.69842007927778
TMEM214	8040753	0.000827354124131731	0.779600319166668
ALOX5AP	7968344	0.000833420231126624	3.33931982611111
BRCA1	8015769	0.000833420231126624	1.51162912616667
HFM1	7917634	0.000839176150480405	-0.842400243
	7892865	0.000840034604085085	-1.19244376138889
SNORD115-27	7982060	0.000852060273197596	-0.697625053722223
NRIP1	8069553	0.000858520209251373	-1.85763941611111
DPYSL3	8114920	0.000861324325360568	-2.014642395
E2F4	7996455	0.000863412345229775	1.11878075316667
SLC23A1	8114491	0.000865051137338262	-0.924381045111109
JAKMIP2	8114938	0.000871588175374461	-2.35246024205556
SULF2	8066822	0.000888710608203372	2.69112900305555
NPR3	8104758	0.000894893462891269	-2.50704473538889
SCAI	8164131	0.000899462086238182	-1.37251325583333
SAR1B	8114193	0.000911762348967844	0.973414611888891
CASP1	7951397	0.000912038695248215	2.01081680783333
HBA2///HBA1	7991766	0.000924870541705877	3.70404864155556
	7894975	0.000924870541705877	-1.30334332261111
ZC3HC1	8142899	0.000927057560699726	-0.996799821666664
	7894235	0.000930795711728278	-1.48105965211111
ARL10	8110158	0.000937409539547161	-1.06778166361111
LRRC25	8035456	0.0009486809670693	1.88214235733333
AZI2	8085954	0.000956478336433568	1.62609727788889
ANKRD6	8121095	0.000959969886996289	-1.23796507883333
	7893781	0.000992750845320081	-1.53520593155555
GLB1	8086028	0.000992750845320081	1.27641636177778
TP73-AS1	7911854	0.000992750845320081	-1.5820905855
MUM1	8024255	0.000992750845320081	-1.15230788544444
	7892636	0.000992750845320081	-1.63111922955556
RBPMS	8145669	0.00099964901847613	-2.03773971305556
	7896212	0.00099964901847613	-1.82133112538889
LGALS1	8072876	0.00100166767774474	1.5186443265
KIAA1211	8095216	0.00100166767774474	-1.41139671438889
LOC100134868	8061483	0.00100166767774474	-1.33163826244444
CD300C	8018177	0.00100560618768224	1.80464183794444
NCSTN	7906576	0.00101379904789532	1.54777923766667
	7894645	0.00101429114885181	-1.72785811177778
GLYR1	7999233	0.00101482222284791	0.746646465166666
	7894838	0.00101640845682966	1.57064895083334
FIG4	8121429	0.00101640845682966	1.602163446
ELL	8035477	0.00102228963045997	1.00067266738889
ADCY6	7962842	0.00102618256289598	-1.46587569672222
YIF1B	8036483	0.00103607008860447	1.03252490116667
MMP28	8014282	0.00105740981143985	-1.06793484983333
CTSG	7978351	0.00106730745326703	3.06669261788889
	7893494	0.00107385594081254	1.48440343366667
MPL	7900683	0.00107451519719347	-1.693774933
BMPR1B	8096511	0.00107451519719347	-1.09521718888889
SYS1-DBNDD2///DBNDD2	8062971	0.00107451519719347	-1.06844514622222
	7894976	0.00107547868750362	-1.15993783427778
GGA2	8000284	0.00107547868750362	1.34940128555555
PROM1	8099476	0.00107693918096555	-3.43097317572223
ATL3	7948997	0.00107728738502334	1.01902259644444
FCGR2A	7906757	0.0010849222256672	3.24468181833333
DHX29	8112081	0.00109191319063441	1.37366834144444
TTK	8120838	0.00109354672176597	2.01610543111111
EIF4A3	8019046	0.00109606058796046	1.54831510027778
HAS2	8152617	0.00109691124362205	-0.888363153333333
LY6G5C	8178554	0.00109838981853362	0.950023618611112
CD84	7921637	0.00110398383828025	1.94739118738889
CST3	8065403	0.00110398383828025	1.623620258
	7893477	0.00110398383828025	1.75582445827778
RASGRP4	8036503	0.00110622311405352	1.37203877327778
	7893518	0.00110630304167441	1.45317825983333
HIBCH	8057719	0.00110949636871387	-1.62415491361111
SEC61A1	8082408	0.00111493554806589	0.800702389
	8043476	0.00111493554806589	2.02602673927778
PDE8A	7985662	0.00112678804495989	1.44134994244445
MLLT3	8160332	0.00112683951847356	-3.19080221677778
P4HB	8019250	0.00112683951847356	1.01424034783333
CPM	7964834	0.00113104515690857	2.29510405277778
NCR1	8031387	0.00113134404187257	-1.35471030922222
KIF20B	7929078	0.00113134404187257	1.72915406816667
RPGR	8172056	0.00113815905676102	-1.21271610205555
	8043570	0.00114007364664213	-1.16270041194444
PLAG1	8150881	0.00114007364664213	-1.885322114
RPF2	8121510	0.00115178006024968	1.21470539116667
ZNF785	8000917	0.00115178006024968	-0.930901582611112
CHMP4C	8147057	0.00116141911723622	-1.04169982116667
RABGAP1	8157700	0.00116466723169394	-0.965603670055556
TMEM30A	8127637	0.00116909549149199	1.20293746344444
NRG4	7990555	0.00116958701455512	2.95292018055556
REN	7923608	0.00116958701455512	-1.25443124322222
BORCS6	8012397	0.00116958701455512	-0.994198246055556
C11orf54	7943162	0.00117178648963274	-1.34823626783333
	7895077	0.00117253832986347	0.840602656666672
DLGAP5	7979307	0.00117518923565884	2.69424732466667
GAS7	8012605	0.00118569944062686	1.35328366927778
	7894621	0.00118569944062686	-1.24388616488889
SEC23B	8061186	0.00118864551197784	0.907903081999994
NOL12	8072883	0.00119009850856583	0.852592976666665
SH3BP1	8072847	0.0011992444220926	0.893471765277779
	7974335	0.00120001585647746	-0.958955814888888
	7894308	0.00120001585647746	-1.62365828261111
SPI1	7947861	0.00120932491143377	1.10632068966667
SPPL2B	8024446	0.00120947063702789	-1.3755795345
CD36	8133876	0.00121051868703354	4.17832307516667
ZNF285	8037459	0.00121578403525964	-1.32510184994445
DYSF	8042637	0.00122395735332818	2.23721025122222
SAMD4A	7974425	0.0012240001158721	-1.09415504816667
DCLK2	8097753	0.0012244275682956	-1.31640805027778
KIF20A	8108301	0.00122878188110568	2.25407448661111
	8180293	0.00123017330220879	1.41333903266667
HIST1H2BG	8124423	0.00123830024856266	-2.44898646538889
CFI	8102328	0.00124094605226053	-0.79652528288889
LRRC8C	7902874	0.00124094605226053	1.49629323216667
NR1H3	7939751	0.00124178928176848	-1.30952132
GMIP	8035714	0.00124843744203202	1.13294119933333
ZNF335	8066641	0.00126266899326689	0.831207635166665
USP31	8000244	0.00126266899326689	1.22719816033333
IPCEF1///CNKSR3	8130408	0.00126266899326689	2.07269549494444
MUC12	8135031	0.00126865260639387	1.24370233511111
PGAM4///PGAM1	7929624	0.00127572377177028	1.76481815094444
C7orf13	8144082	0.00127673466438093	-1.38673487266667
SQRDL	7983512	0.00127773925038317	1.21172763861111
HMGXB4	8072645	0.00127917069627754	1.01005858683333
ZNF711	8168589	0.00129705853285651	-3.45347359161111
LONRF3	8169603	0.00129705853285651	1.6985007545
GPI///GPI	8027621	0.00129705853285651	1.47785857827778
	7892515	0.0013248656875876	-1.29273957316667
	7911213	0.0013287383336899	-1.33893242172222
CSTA	8082058	0.00133463396663478	2.22005704033333
SMAP2	7900426	0.00133463396663478	1.49934628988889
	7896201	0.00134687095190678	1.06553869966667
	8126482	0.00134862043156034	-1.19150359255556
	8112070	0.00134862043156034	-1.69411538372222
	7989126	0.00134862043156034	-0.808064525499999
GATAD2A	8027169	0.00136403421293375	1.02727391244444
LY86	8116734	0.00136527560636395	4.00611275322223
	7894992	0.00136527560636395	-1.62335429066667
FOSL2	8041048	0.00137534292827759	1.93789965194445
RASSF4	7927186	0.00137775672786755	2.58636097311111
PLEK	8042391	0.00139034222363287	1.58414331505556
CYBA	8003322	0.00139034222363287	1.53396706488889
ZNF75A	7992887	0.00139461504738735	-1.30735073527778
	7893559	0.00140068410755234	1.11158406444444
SLFN5	8006531	0.00140292461167724	2.29006627516667
RNASE3	7973105	0.00140776825240774	2.87061682727778
	8129943	0.00140776825240774	-0.923513344111112
MFN2	7897824	0.00140806907582175	1.10774019588889
UBASH3B	7944722	0.00141127115410661	1.24603368988889
ARHGAP1	7947681	0.00142155166999081	1.05773077677778
LRP6	7961339	0.00142725974068914	-2.28346438483333
	7936639	0.00143055956739851	1.60767770377778
FAM24B-CUZD1///FAM24B	7936809	0.00143055956739851	-1.89718375733334
	7893633	0.00143055956739851	-1.14060299177778
OR2W3///TRIM58	7911231	0.00143055956739851	-1.45919231616667
	7893205	0.00143055956739851	1.36141436111111
ELANE	8024056	0.00143543739396995	2.17293517994445
TRANK1	8086125	0.00143543739396995	-1.26760463216667
SEPT5-GP1BB///SEPT5///GP1BB	8071234	0.001437218356112	-0.976176553666669
OSBPL8	7965064	0.00144303872559141	0.874094500444446
PGM5P2///PGM5	8161513	0.0014593578334794	-2.14711227238889
PNPLA7	8165575	0.00148618879603837	-0.973448306444443
ARHGAP5-AS1	7978538	0.00148618879603837	-1.10952705616667
PLK4	8097356	0.00150360366017846	1.97889896488889
MYEF2	7988444	0.00150360366017846	-3.07200808011111
MS4A14///MS4A7	7940259	0.00151302203674264	2.31931838161111
SLAMF6	7921625	0.00151392642884743	2.61591128405556
ALDOA	7994737	0.0015142827133473	1.04617843794445
MT1G	8001531	0.00154699363737556	1.52670780911111
CCR1	8086600	0.00154699363737556	2.48083853705556
	7895192	0.00154699363737556	1.11512111388889
	8150159	0.00155021951871646	-0.568796220333334
SERINC3	8066417	0.00155721515023744	-0.708489155222225
PRDM1	8121257	0.00155721515023744	2.50942687511111
ZNF404	8037430	0.0015668948582594	-1.76216689994445
SNHG17	8066247	0.00157483003080013	-0.760102099055555
SH3TC1	8094032	0.00157483003080013	-1.15754381677778
PKIA	8147012	0.00157483003080013	-1.49676621694445
	8116651	0.00158271385109292	1.45801300066667
MMADHC	8055672	0.00158271385109292	-0.945699574444443
	8147683	0.0016063283835696	-1.473158082
LYZ	7957023	0.00161374678744991	4.31148124977778
	8163000	0.00164632973132549	2.27687666327778
TCEAL2	8168892	0.00165534486297894	-1.15204797283333
MORN4	7935510	0.00165756314747796	-1.26478314594445
CYP51A1	8180268	0.00165756314747796	-1.35336664733333
MPDU1	8004521	0.00166626529733068	0.857901165833333
VPS4A	7996919	0.00166626529733068	0.780631070833335
	7896028	0.00166902860240279	-1.49217569772222
KRBA2	8012466	0.00166950400786874	-1.21238970172222
UBE2E2	8078252	0.00170725546934576	1.99904611166667
NCOA7	8121861	0.0017312456264023	-1.32575962927778
CLEC12B	7953914	0.00173133479172168	2.77706507772222
EPWW6493	8024444	0.00173133479172168	-1.22013204605555
GPS1	8010747	0.00173342066200976	0.801074734222222
DST	8127234	0.00173389239812472	-2.30220950005556
LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P	8149208	0.00174166688848751	-0.9856386555
ACIN1	7977906	0.00177511275867972	0.880644823944442
SF3A2	8024420	0.00177532469643194	0.981518646444443
	7892712	0.00177532469643194	-1.21912572444445
NBEA	7968577	0.00177705154705596	-1.8709003735
KIAA1524	8089372	0.00179739798490926	1.75415971272222
MPEG1	7948364	0.0018149240811559	3.78394564616667
CMIP	7997427	0.0018149240811559	1.48600769127778
HCK	8061668	0.00183219442856172	1.85835924988889
KIF15	8079237	0.00183219442856172	1.92012413222223
CLEC9A	7953924	0.00183219442856172	-2.28157259366667
	7892747	0.00184190862248018	-1.14637792422222
	7895727	0.00184190862248018	-1.85472922194444
ABL1	8158725	0.00187526998660571	0.858121781444445
CENPF	7909708	0.00190214115836695	2.09549598633333
ENTPD1	7929511	0.00190482116172512	2.81258095583333
NCAPD2	7953351	0.0019079415673468	1.19972133888889
ZNF462	8157105	0.00191427792270218	-1.93312795561111
BHLHA9	8003633	0.00194090440685013	1.73065130466667
RALA	8132406	0.00194160856115617	-1.18325196383333
PECR	8058837	0.00196941094954865	-1.44248289222222
	7892847	0.0019780776488833	2.73885771505555
PLB1	8041061	0.00197911218242093	1.24688850972222
	7941563	0.00197911218242093	-1.61405231494444
TVP23C	8012924	0.00198368255450738	-1.29399356094444
EMC3	8085263	0.00199458207891308	1.18019790805555
GTSE1	8073858	0.0020002071167984	1.4706811245
DSG2	8020779	0.00200291556212048	-2.61779914238889
CLK2P1	8138596	0.00200291556212048	-0.918963739722222
ZNF302	8027674	0.00201250321889518	-1.43044186783333
TNKS2	7929168	0.0020171256369487	0.737762854444443
SUV39H1	8167347	0.0020334651770292	1.10967966361111
CNBD1	8147194	0.00203804022476141	-0.567283443555555
	7893032	0.0020610252312164	1.57956664572222
	7893933	0.00206272121470125	1.40293440872222
HMCES	8082504	0.00207493279657594	-1.30638361327778
MELK	8155214	0.00207493279657594	1.713161
TMEM65	8152750	0.00209423353455671	-1.27724053511111
ZBTB11-AS1	8081358	0.00209738006141469	-0.938914006611109
LSM14B	8063814	0.00211528213251129	0.938563219944442
BAALC-AS2	8152252	0.00212439193764505	-1.05067116688889
SERPINA1	7981068	0.00213681527072279	2.35462541672222
CROCCP3	7912784	0.00215881214128843	-0.890447551499999
CA2	8147132	0.00219220606851007	3.28280870272222
HMMR	8109712	0.00219993093639642	1.68582305283333
ZNF418	8039698	0.00220197779890415	-2.11199040344445
LARP7///ZGRF1///LARP7	8096938	0.00220745382333974	1.718345697
CITED2	8129937	0.00220745382333974	1.33221617566666
ITK	8109507	0.00221065296400556	2.11964764227778
GIMAP6	8143781	0.00223547214499763	-1.68862161227778
	7896574	0.00223824678306943	-1.38719613416667
PTRF	8015635	0.00226044400635088	-1.46447147144444
ATG5	8128592	0.00227038762769476	-0.731875665944447
	8085114	0.0022793825112052	-1.56306487627778
